"DOCTNMBR","AGENCY","ACCDDATE","ACCDHOUR","COUNTY","CNTYCODE","MUNICIPALITY","MUNITYPE","MUNICODE","ONRDWY","ONRDWYDIR","ATRDWY","INTDIS","INTDIR","LATITUDE","LONGITUDE","INJSVR","TOTFATL","TOTINJ","TOTVEH","MNRCOLL","ACCDTYPE","AGGRFLAG","ATVFLAG","BIKEFLAG","BUSFLAG","CMVFLAG","CONSZONE","DEERFLAG","DISTRCTD","IMPAIRED","INTRFLAG","LANEDP1U","LANEDP2U","MCYCFLAG","OCCPPROT","PEDFLAG","SPEEDFLAG","TEENDRVR","65+DRVR","GOVTPROP"
01L06ZV8ZS,"MADISON POLICE DEPARTMENT","07/26/2018","1","DANE","13","MADISON","C","1373","EAST CAMPUS MALL","","W JOHNSON ST","0","N","43.072118","-89.399089","B","0","1","1","5","4","","","Y","","","","","","","Y","","","","","","","","",""
01L0BK8HP8,"MADISON POLICE DEPARTMENT","07/27/2018","14","DANE","13","MADISON","C","1373","EAGAN RD","","EAST TOWNE BLVD","0","","43.125175","-89.309076","B","0","1","1","5","4","","","Y","","","","","","","Y","","","","Y","","","","",""
01L0BTWRB2,"MADISON POLICE DEPARTMENT","07/30/2018","8","DANE","13","MADISON","C","1373","N PATERSON ST","","E MIFFLIN ST","0","","43.083159","-89.374479","B","0","1","1","5","4","","","Y","","","","","Y","","Y","","","","","","","","",""
01L0W3KDBQ,"MADISON POLICE DEPARTMENT","08/03/2018","12","DANE","13","MADISON","C","1373","051 N STOUGHTON RD","N","151 E WASHINGTON AVE",".02","N","43.117324","-89.32438","C","0","1","1","1","4","","","Y","","","","","","","Y","","","","","","","","",""
G2L0532KRM,"STATE CAPITOL POLICE DEPT","08/08/2018","18","DANE","13","MADISON","C","1373","N BROOKS ST","","UNIVERSITY AVE","0","S","43.073223","-89.402481","B","0","1","1","5","1","","","Y","","","","","Y","","Y","","","","","","","","",""
01L0X9CGGW,"MADISON POLICE DEPARTMENT","08/08/2018","8","DANE","13","MADISON","C","1373","N BROOM ST","","W JOHNSON ST","0","","43.073489","-89.39172","O","0","0","1","5","1","","","Y","","","","","Y","","Y","","","","","","","","",""
01L0BXCTJZ,"MADISON POLICE DEPARTMENT","08/10/2018","17","DANE","13","MADISON","C","1373","FISH HATCHERY RD","","N WINGRA DR","0","","43.050311","-89.399909","B","0","1","1","5","1","","","Y","","","","","","","Y","","","","","","","","",""
01L0XBLHM5,"MADISON POLICE DEPARTMENT","08/15/2018","7","DANE","13","MADISON","C","1373","WILLIAMSON ST","N","151 JOHN NOLEN DR",".01","E","43.076137","-89.375512","C","0","1","1","2","4","","","Y","","","","","","","Y","","","","","","","","",""
01L0FV1GG7,"MADISON POLICE DEPARTMENT","08/17/2018","22","DANE","13","MADISON","C","1373","FISH HATCHERY RD","","N WINGRA DR","0","","0","0","B","0","1","1","1","1","","","Y","","","","","","","Y","","","","","","","","",""
01L0G74SGJ,"MADISON POLICE DEPARTMENT","08/17/2018","18","DANE","13","MADISON","C","1373","LAKELAND AVE","","MILLER AVE","0","","43.089966","-89.343689","B","0","1","1","5","1","","","Y","","","","","","","Y","","","","","","","","",""
59L04R68WF,"UW POLICE - MADISON","08/23/2018","7","DANE","13","MADISON","C","1373","OBSERVATORY DR (1)","","WILLOW DR","0","","43.076497","-89.418471","B","0","1","1","5","1","","","Y","","","","","","","Y","","","","","","","","",""
01L0DWMLZX,"MADISON POLICE DEPARTMENT","08/23/2018","9","DANE","13","MADISON","C","1373","S PINCKNEY ST","","E WASHINGTON AVE","0","","43.075448","-89.383077","C","0","1","1","1","4","","","Y","","","","","","","Y","","","","","","","","",""
01L0G9LVN9,"MADISON POLICE DEPARTMENT","08/25/2018","15","DANE","13","MADISON","C","1373","KROPF AVE","","HUXLEY ST","0","","43.116215","-89.359218","B","0","1","1","5","1","","","Y","","","","","","","Y","","","","","","","","Y",""
01L0CVRP7C,"MADISON POLICE DEPARTMENT","08/30/2018","7","DANE","13","MADISON","C","1373","CAMPUS DR","","N RANDALL AVE","0","","43.072802","-89.408989","B","0","1","1","5","4","","","Y","","","","","","","Y","","","","","","","","",""
01L0245WWD,"MADISON POLICE DEPARTMENT","08/30/2018","18","DANE","13","MADISON","C","1373","SNOWY PKWY","","PD","0","S","43.015829","-89.515116","B","0","1","1","5","4","","","Y","","","","","","","Y","","","","","","","Y","",""
01L0CVRP7D,"MADISON POLICE DEPARTMENT","08/31/2018","20","DANE","13","MADISON","C","1373","151 S PARK ST","N","W WINGRA DR","0","","43.049202","-89.393954","A","0","1","1","1","4","","","Y","","","","","","","Y","","","","","","","","",""
59L068VN6P,"UW POLICE - MADISON","09/02/2018","15","DANE","13","MADISON","C","1373","W DAYTON ST","","N FRANCES ST","0","W","43.070856","-89.396002","O","0","0","1","5","1","","","Y","","","","","","","Y","","","","","","","","",""
01L0FSSFC9,"MADISON POLICE DEPARTMENT","09/05/2018","7","DANE","13","MADISON","C","1373","FEMRITE DR","","DAIRY DR","0","","43.05152","-89.29603","B","0","1","1","5","4","","","Y","","","","","","","Y","","","","","","","","",""
01L044NQ9N,"MADISON POLICE DEPARTMENT","09/10/2018","8","DANE","13","MADISON","C","1373","N BEDFORD ST","","W WASHINGTON AVE",".01","N","43.068963","-89.392618","C","0","1","1","5","4","","","Y","","","","","","","Y","","","","","","","","",""
01L0DWMM04,"MADISON POLICE DEPARTMENT","09/10/2018","15","DANE","13","MADISON","C","1373","N RANDALL AVE","","UNIVERSITY AVE",".01","S","43.073263","-89.409004","B","0","1","1","5","1","","","Y","","","","","","","Y","","","","","","","","",""
59L06B3P3M,"UW POLICE - MADISON","09/11/2018","13","DANE","13","MADISON","C","1373","OBSERVATORY DR (1)","","ELM DR","0","W","43.076475","-89.416008","B","0","1","1","5","1","","","Y","","","","","","","Y","","","","","","","","Y",""
01L073KD9W,"MADISON POLICE DEPARTMENT","09/11/2018","16","DANE","13","MADISON","C","1373","REGENT ST","","HIGHLAND AVE",".01","W","43.067971","-89.428903","B","0","1","1","5","4","","","Y","","","","","","","Y","","","","","","","","",""
01L07LCTNQ,"MADISON POLICE DEPARTMENT","09/14/2018","14","DANE","13","MADISON","C","1373","N RANDALL AVE","","W DAYTON ST","0","","43.071078","-89.408989","B","0","1","1","5","1","","","Y","","","","","","","Y","","","","","","","","",""
01L07MLVS8,"MADISON POLICE DEPARTMENT","09/16/2018","23","DANE","13","MADISON","C","1373","UNIVERSITY AVE","","N PARK ST",".01","W","43.073267","-89.400791","B","0","1","1","6","1","","","Y","","","","","","","Y","","Y","","","","","","",""
01L0FZQKT4,"MADISON POLICE DEPARTMENT","09/17/2018","9","DANE","13","MADISON","C","1373","MINERAL POINT RD (1)","","S SEGOE RD",".01","E","43.060887","-89.457391","A","0","1","1","1","1","","","Y","","","","","","","Y","","","","","","","","Y",""
01L0F7HWSR,"MADISON POLICE DEPARTMENT","09/20/2018","17","DANE","13","MADISON","C","1373","UNIVERSITY AVE","","N RANDALL AVE","0","W","43.073374","-89.409025","B","0","1","1","5","1","","","Y","","","","","Y","","Y","","","","","","","","",""
01L0FZQKT7,"MADISON POLICE DEPARTMENT","09/23/2018","22","DANE","13","MADISON","C","1373","N PARK ST","","W DAYTON ST","0","","43.070963","-89.400753","O","0","0","1","1","4","","","Y","","","","","","","Y","","","","","","","","Y",""
5JL18F2KXG,"TOWN OF MADISON POLICE DEPT","09/24/2018","9","DANE","13","MADISON","T","1316","012","E","D FISH HATCHERY RD",".02","W","43.033302","-89.407884","B","0","1","1","5","1","","","Y","","","","","Y","","Y","","","","","","","","",""
01L0713B3H,"MADISON POLICE DEPARTMENT","09/26/2018","7","DANE","13","MADISON","C","1373","NORTH ST","S","151","0","","43.100424","-89.348808","B","0","1","1","5","1","","","Y","","","","","","","Y","","","","","","","","",""
01L0FJ55KK,"MADISON POLICE DEPARTMENT","09/27/2018","12","DANE","13","MADISON","C","1373","113 PACKERS AVE","S","MANLEY ST","0","","43.123955","-89.355217","B","0","1","1","5","1","","","Y","","","","","Y","","Y","","","","","","","","",""
01L0245WWP,"MADISON POLICE DEPARTMENT","09/27/2018","11","DANE","13","MADISON","C","1373","S PARK ST","","REGENT ST",".01","S","43.067485","-89.400971","C","0","1","1","6","4","","","Y","","","","","","","Y","","Y","","","","","","",""
01L0FZQKT8,"MADISON POLICE DEPARTMENT","09/27/2018","19","DANE","13","MADISON","C","1373","W DAYTON ST","","N MILLS ST","0","","43.070992","-89.404093","B","0","1","1","5","1","","","Y","","","","","","","Y","","","","","","","","",""
01L07MLVSF,"MADISON POLICE DEPARTMENT","10/03/2018","17","DANE","13","MADISON","C","1373","UNIVERSITY AVE","","N LAKE ST","0","","43.073212","-89.397435","B","0","2","1","5","1","","","Y","","","","","","","Y","","","","","","","","",""
01L0FSSFCW,"MADISON POLICE DEPARTMENT","10/17/2018","5","DANE","13","MADISON","C","1373","EAST SPRINGS DR","","EAST TOWNE BLVD","0","","43.130914","-89.301811","B","0","1","1","2","1","","","Y","","","","","","","Y","","","","","","","","Y",""
01L0TS2DC8,"MADISON POLICE DEPARTMENT","10/22/2018","19","DANE","13","MADISON","C","1373","MILWAUKEE ST","","CORRY ST","0","","43.100002","-89.345021","B","0","1","1","1","1","","","Y","","","","","","","Y","","","","Y","","","","",""
01L0245WX5,"MADISON POLICE DEPARTMENT","11/02/2018","13","DANE","13","MADISON","C","1373","MINERAL POINT ROAD","","S GAMMON ROAD","0","","0","0","B","0","1","1","1","1","","","Y","","","","","Y","","Y","","","","","","","","Y",""
01L0CJWD93,"MADISON POLICE DEPARTMENT","11/05/2018","17","DANE","13","MADISON","C","1373","N MILLS ST","","UNIVERSITY AVE","0","","43.073315","-89.404096","C","0","1","1","5","1","","","Y","","","","","","","Y","","","","","","","","",""
01L0CR2KTQ,"MADISON POLICE DEPARTMENT","11/27/2018","8","DANE","13","MADISON","C","1373","WILLIAMSON ST","","S BLOUNT ST",".01","W","43.076907","-89.373395","O","0","0","1","6","1","","","Y","","","","","","","Y","","Y","","","","","","",""
01L0C0TWX9,"MADISON POLICE DEPARTMENT","11/29/2018","12","DANE","13","MADISON","C","1373","UNIVERSITY AVE","","N RANDALL AVE","0","","43.073374","-89.409008","C","0","1","1","5","1","","","Y","","","","","","","Y","","","","Y","","","","",""
01L05M4292,"MADISON POLICE DEPARTMENT","12/07/2018","22","DANE","13","MADISON","C","1373","PORTAGE RD","S","151 E WASHINGTON AVE",".01","N","43.123903","-89.314715","B","0","1","1","5","4","","","Y","","","","","","","Y","","","","","","","","",""
01L068VN0K,"MADISON POLICE DEPARTMENT","12/17/2018","7","DANE","13","MADISON","C","1373","151 N SHORE DR","N","JOHN NOLEN DR",".02","W","43.066964","-89.386071","C","0","1","1","5","1","","","Y","","","","","Y","","Y","","","","","","","","",""
01L01JWD75,"MADISON POLICE DEPARTMENT","12/27/2018","13","DANE","13","MADISON","C","1373","SCHOOL RD","N","113","0","","43.138145","-89.383094","C","0","1","1","5","1","","","Y","","","","","","","Y","","","","Y","","","","",""
01L0G0ZLXZ,"MADISON POLICE DEPARTMENT","03/06/2019","12","DANE","13","MADISON","C","1373","BRAXTON PL","","S PARK ST","0","E","43.066321","-89.400782","B","0","1","1","5","9","","","Y","","","","","","","Y","","","","","","","","",""
01L06XM7Z4,"MADISON POLICE DEPARTMENT","03/13/2019","6","DANE","13","MADISON","C","1373","DIVISION ST","","ATWOOD AVE",".01","E","43.092732","-89.35132","C","0","1","1","5","4","","","Y","","","","","","","Y","","","","","","","","",""
01L067MM38,"MADISON POLICE DEPARTMENT","04/03/2019","19","DANE","13","MADISON","C","1373","UNIVERSITY AVE","","N PARK ST","0","","43.073265","-89.400686","B","0","1","1","7","4","","","Y","","","","","","","Y","","Y","","","","","","",""
01L0TS2DJC,"MADISON POLICE DEPARTMENT","04/05/2019","4","DANE","13","MADISON","C","1373","N PARK ST","","UNIVERSITY AVE","0","","43.073265","-89.400686","B","0","1","1","0","4","","","Y","","","","","","","Y","","","","Y","","","","",""
01L0F7HWTX,"MADISON POLICE DEPARTMENT","04/20/2019","14","DANE","13","MADISON","C","1373","N MILLS ST","","W DAYTON ST",".01","S","43.070836","-89.404084","O","0","0","1","5","4","","","Y","","","","","","","Y","","","","","","","","",""
01L0G9LVQJ,"MADISON POLICE DEPARTMENT","05/12/2019","11","DANE","13","MADISON","C","1373","DIVISION ST","","EASTWOOD DR",".01","S","43.092368","-89.351046","B","0","1","1","1","1","","","Y","","","","","","","Y","","","","","","","","Y",""
01L0X1Z7XX,"MADISON POLICE DEPARTMENT","05/16/2019","13","DANE","13","MADISON","C","1373","S BLOUNT ST","","E MAIN ST","0","","43.078935","-89.375813","C","0","1","1","5","4","","","Y","","","","","","","Y","","","","","","Y","","",""
01L0TVJ8VP,"MADISON POLICE DEPARTMENT","05/17/2019","19","DANE","13","MADISON","C","1373","TREE LN","","MINERAL POINT RD (1)",".01","N","43.060644","-89.519838","O","0","0","1","5","4","","","Y","","","","","","","Y","","","","","","","","",""
01L0D6N052,"MADISON POLICE DEPARTMENT","06/07/2019","15","DANE","13","MADISON","C","1373","S WESTFIELD RD","","N WESTFIELD RD",".01","S","43.068695","-89.508751","B","0","1","1","1","4","","","Y","","","","","","","Y","","","","","","","","Y",""
01L0W3KDDN,"MADISON POLICE DEPARTMENT","06/09/2019","22","DANE","13","MADISON","C","1373","151 E WASHINGTON AVE","N","LIEN RD (1)","0","","43.121275","-89.317804","A","0","1","1","5","4","","","Y","","","","","","","Y","","","","","","","","",""
01L0DJJ914,"MADISON POLICE DEPARTMENT","06/09/2019","16","DANE","13","MADISON","C","1373","ZIEGLER RD","","CONLIN ST","0","","43.10862","-89.305996","B","0","1","1","5","1","","","Y","","","","","","","Y","","","","","","","Y","",""
01L0245X0M,"MADISON POLICE DEPARTMENT","06/10/2019","7","DANE","13","MADISON","C","1373","TOKAY BLVD","","TOGSTAD GLENN","0","","43.053586","-89.452435","C","0","1","1","5","1","","","Y","","","","","","","Y","","","","","","","","",""
01L07MLVVK,"MADISON POLICE DEPARTMENT","06/16/2019","17","DANE","13","MADISON","C","1373","INTERNATIONAL LN (1)","N","113 PACKERS AVE",".01","S","43.121616","-89.354808","A","0","1","1","5","1","","","Y","","","","","","","Y","","","","","","","","",""
01L0FC7145,"MADISON POLICE DEPARTMENT","06/19/2019","15","DANE","13","MADISON","C","1373","S THORNTON AVE","","WILLIAMSON ST","0","W","43.087973","-89.358454","O","0","0","1","0","32","","","Y","","","","","","","Y","","Y","","","","","","",""
01L0CVRPB4,"MADISON POLICE DEPARTMENT","06/22/2019","21","DANE","13","MADISON","C","1373","WILLIAMSON ST","","S PATERSON ST","0","","43.079495","-89.369649","B","0","1","1","5","4","","","Y","","","","","","","Y","","","","","","","","",""
01L01JWD8G,"MADISON POLICE DEPARTMENT","06/25/2019","8","DANE","13","MADISON","C","1373","151 E WASHINGTON AVE","N","030",".03","W","43.106391","-89.33965","C","0","1","1","5","1","","","Y","","","","","","","Y","","","","","","","","",""
01L0GPZ7T5,"MADISON POLICE DEPARTMENT","06/25/2019","17","DANE","13","MADISON","C","1373","E JOHNSON ST (1)","","N HAMILTON ST",".01","W","43.078863","-89.384146","B","0","1","1","5","1","","","Y","","","","","","","Y","","","","","","","","",""
01L0245X0S,"MADISON POLICE DEPARTMENT","07/02/2019","7","DANE","13","MADISON","C","1373","ST DUNSTAN DRIVE","","ASBURY BIKE PATH","0","","0","0","C","0","1","1","5","4","","","Y","","","","","","","Y","","","","","","","","Y",""
01L0FC714D,"MADISON POLICE DEPARTMENT","07/03/2019","20","DANE","13","MADISON","C","1373","E MIFFLIN ST","","N FRANKLIN ST","0","","43.078747","-89.380717","A","0","1","1","5","1","","","Y","","","","","","","Y","","","","","","","","Y",""
01L0DH97TQ,"MADISON POLICE DEPARTMENT","07/09/2019","21","DANE","13","MADISON","C","1373","113 PENNSYLVANIA AVE","N","N SIXTH ST","0","S","43.103377","-89.358178","B","0","1","1","5","4","","","Y","","","","","","","Y","","","","","","","","",""
01L0245X0Z,"MADISON POLICE DEPARTMENT","07/11/2019","7","DANE","13","MADISON","C","1373","OLD SAUK RD","","N GAMMON RD","0","","43.076627","-89.502405","C","0","1","1","5","4","","","Y","","","","","","","Y","","","","Y","","","","",""
01L0FW8HK2,"MADISON POLICE DEPARTMENT","07/17/2019","16","DANE","13","MADISON","C","1373","151","S","151 PARKING LOT","0","","43.04177","-89.394111","O","0","0","1","7","1","","","Y","","","","","","","Y","","Y","","","","","","",""
01L01VRP3L,"MADISON POLICE DEPARTMENT","07/19/2019","14","DANE","13","MADISON","C","1373","E JOHNSON ST (1)","","N FRANKLIN ST","0","","43.080048","-89.382453","B","0","1","1","5","4","","","Y","","","","","","","Y","","","","","","","","",""
01L01X0Q6Q,"MADISON POLICE DEPARTMENT","07/20/2019","12","DANE","13","MADISON","C","1373","N FAIRCHILD ST","","S FAIRCHILD ST",".01","N","43.073318","-89.386291","C","0","1","1","5","4","","","Y","","","","","","","Y","","","","","","","","",""
01L07D6N2S,"MADISON POLICE DEPARTMENT","07/23/2019","16","DANE","13","MADISON","C","1373","WATTS RD","","STRUCK ST","0","","43.050053","-89.495885","B","0","1","1","1","9","","","Y","","","","","","","Y","","","","","","","","Y",""
01L013B00H,"MADISON POLICE DEPARTMENT","08/09/2019","18","DANE","13","MADISON","C","1373","SHOPKO DR","","ABERG AVE",".07","N","43.1115","-89.347366","B","0","1","1","5","4","","","Y","","","","","","Y","Y","","","","","","","","",""
01L08G9LWK,"MADISON POLICE DEPARTMENT","08/11/2019","17","DANE","13","MADISON","C","1373","S WHITNEY WAY","","GILBERT RD","0","S","43.044385","-89.473795","A","0","1","1","1","1","","","Y","","","","","","","Y","","","","","","","","",""
01L048CTNT,"MADISON POLICE DEPARTMENT","08/18/2019","15","DANE","13","MADISON","C","1373","REGENT ST","","S PARK ST","0","","43.067631","-89.40098","B","0","1","1","1","1","","","Y","","","","","","","Y","","","","","","","","",""
01L01VRP3V,"MADISON POLICE DEPARTMENT","08/22/2019","17","DANE","13","MADISON","C","1373","N BLOUNT ST","","E GORHAM ST","0","","43.082595","-89.380595","B","0","1","1","5","1","","","Y","","","","","","","Y","","","","","","","","",""
01L05BGSG3,"MADISON POLICE DEPARTMENT","08/28/2019","9","DANE","13","MADISON","C","1373","AB BUCKEYE RD","","VONDRON RD","0","","43.073411","-89.291486","O","0","0","1","5","4","","","Y","","","","","","","Y","","","","","","","","Y",""
01L0HG5WRW,"MADISON POLICE DEPARTMENT","09/01/2019","16","DANE","13","MADISON","C","1373","N RANDALL AVE","","UNIVERSITY AVE","0","S","43.073302","-89.409006","O","0","0","1","5","4","","","Y","","","","","","","Y","","","","","","","","",""
01L0CF6953,"MADISON POLICE DEPARTMENT","09/05/2019","23","DANE","13","MADISON","C","1373","PARKSIDE DR","N","151 E WASHINGTON AVE",".01","S","43.122535","-89.315651","C","0","1","1","6","4","","","Y","","","","","","","Y","","Y","","Y","","","","",""
01L0HG5WRX,"MADISON POLICE DEPARTMENT","09/06/2019","8","DANE","13","MADISON","C","1373","UNIVERSITY AVE","","WALNUT ST (1)",".01","W","43.072286","-89.42568","O","0","0","1","1","9","","","Y","","","","","","","Y","","","","","","","","",""
01L01X0Q70,"MADISON POLICE DEPARTMENT","09/11/2019","11","DANE","13","MADISON","C","1373","E DAYTON ST","","N BLAIR ST","0","","43.080036","-89.380686","A","0","1","1","5","1","","","Y","","","","","","","Y","","","","","","","","",""
01L03XHJN2,"MADISON POLICE DEPARTMENT","09/13/2019","17","DANE","13","MADISON","C","1373","PIPING ROCK RD","","SAYBROOK RD","0","","43.041716","-89.478469","A","0","1","1","5","1","","","Y","","","","","","","Y","","","","","","","","Y",""
01L01VRP42,"MADISON POLICE DEPARTMENT","09/18/2019","14","DANE","13","MADISON","C","1373","151 E WASHINGTON AVE","N","N LIVINGSTON ST",".01","W","43.081021","-89.375297","B","0","1","1","5","1","","","Y","","","","","","","Y","","","","","","","","",""
01L00XCTJX,"MADISON POLICE DEPARTMENT","09/18/2019","19","DANE","13","MADISON","C","1373","TREE LN","","MINERAL POINT RD (1)",".01","N","43.060614","-89.519791","B","0","1","1","5","1","","","Y","","","","","","","Y","","","","","","","","",""
01L01Z7RB7,"MADISON POLICE DEPARTMENT","09/22/2019","21","DANE","13","MADISON","C","1373","151 E WASHINGTON AVE","N","S INGERSOLL ST","0","","43.084761","-89.369723","B","0","1","1","2","4","","","Y","","","","","","","Y","","","","","","","","",""
01L0HG5WS8,"MADISON POLICE DEPARTMENT","09/25/2019","8","DANE","13","MADISON","C","1373","REGENT ST","","MONROE ST","0","","43.067807","-89.412734","B","0","1","1","5","1","","","Y","","","","","","","Y","","","","","","","Y","",""
01L0DJJ91T,"MADISON POLICE DEPARTMENT","10/04/2019","8","DANE","13","MADISON","C","1373","OHIO AVE","","SAINT PAUL AVE",".02","S","43.094184","-89.347311","B","0","1","1","5","4","","","Y","","","","","Y","","Y","","","","","","","","",""
01L03W8HW2,"MADISON POLICE DEPARTMENT","10/06/2019","6","DANE","13","MADISON","C","1373","MCKENNA BLVD","","HAMMERSLEY RD",".08","W","43.038835","-89.501404","B","0","1","1","5","1","","","Y","","","Y","","","","Y","","","","","","","","",""
01L0G0ZM0J,"MADISON POLICE DEPARTMENT","10/08/2019","21","DANE","13","MADISON","C","1373","151 N SHORE DR","N","JOHN NOLEN DR",".01","W","43.066969","-89.385937","B","0","1","1","5","4","","","Y","","","","","","","Y","","","","","","","","Y",""
01L0H6RP47,"MADISON POLICE DEPARTMENT","10/08/2019","15","DANE","13","MADISON","C","1373","S SEGOE RD","","MINERAL POINT RD (1)",".01","N","43.060998","-89.457551","B","0","1","1","5","4","","","Y","","","","","","","Y","","","","","","","","",""
01L01L4FCH,"MADISON POLICE DEPARTMENT","10/10/2019","18","DANE","13","MADISON","C","1373","ERIN ST","","S BROOKS ST","0","","43.059857","-89.402442","B","0","1","1","5","4","","","Y","","","","","","","Y","","","","","","","","Y",""
01L0G9LVS0,"MADISON POLICE DEPARTMENT","10/20/2019","15","DANE","13","MADISON","C","1373","WALTER ST","","HARGROVE ST",".04","S","43.091193","-89.327871","B","0","1","1","5","9","","","Y","","","","","","","Y","","","","","","","","Y",""
01L0DJJ91V,"MADISON POLICE DEPARTMENT","10/23/2019","19","DANE","13","MADISON","C","1373","UNIVERSITY AVE","","N FRANCES ST","0","","43.073187","-89.395831","B","0","1","1","5","1","","","Y","","","","","","Y","Y","","","","","","","","",""
01L01VRP4C,"MADISON POLICE DEPARTMENT","10/29/2019","15","DANE","13","MADISON","C","1373","E GORHAM ST","","N BREARLY ST",".01","W","43.0863","-89.375344","B","0","1","1","0","1","","","Y","","","","","","","Y","","","","","","","","Y",""
01L01NLHL2,"MADISON POLICE DEPARTMENT","10/30/2019","6","DANE","13","MADISON","C","1373","W WASHINGTON AVE","","S BASSETT ST","0","","43.070089","-89.390663","O","0","0","1","2","4","","","Y","","","","","","","Y","","","","","","","","",""
01L01L4FCM,"MADISON POLICE DEPARTMENT","11/05/2019","15","DANE","13","MADISON","C","1373","W JOHNSON ST","","N MILLS ST","0","","43.07214","-89.404069","A","0","1","1","6","9","","","Y","","","","","","","Y","","Y","","","","","","",""
01L0C0TX0C,"MADISON POLICE DEPARTMENT","11/29/2019","7","DANE","13","MADISON","C","1373","HIGHLAND AVE","","UNIVERSITY AVE",".01","S","43.072004","-89.428643","B","0","1","1","5","4","","","Y","","","","","","","Y","","","","","","","","",""
01L0H97RB6,"MADISON POLICE DEPARTMENT","12/12/2019","1","DANE","13","MADISON","C","1373","N FAIR OAKS AVE","","COMMERCIAL AVE SERVICE RD","0","","43.106948","-89.330614","C","0","1","1","5","4","","","Y","","","","","","","Y","","","","","","","","",""
01L0TS2DVH,"MADISON POLICE DEPARTMENT","02/10/2020","18","DANE","13","MADISON","C","1373","REGENT ST","","N SPOONER ST","0","","43.067831","-89.416721","B","0","1","1","2","1","","","Y","","","","","","","Y","","","","","","","","Y",""
01L0TVJ8W3,"MADISON POLICE DEPARTMENT","03/15/2020","0","DANE","13","MADISON","C","1373","N BROOKS ST","","UNIVERSITY AVE",".01","S","43.0732","-89.402476","C","0","1","1","3","4","","","Y","","","","","","","Y","","Y","","","","","","",""
01L013B01L,"MADISON POLICE DEPARTMENT","03/17/2020","12","DANE","13","MADISON","C","1373","151 N SHORE DR","N","JOHN NOLEN DR",".01","W","43.066969","-89.385938","C","0","1","1","5","1","","","Y","","","","","Y","","Y","","","","","","","","",""
01L0GBTWV7,"MADISON POLICE DEPARTMENT","04/08/2020","13","DANE","13","MADISON","C","1373","AB BUCKEYE RD","","CAMDEN RD","0","","43.073566","-89.311774","B","0","1","1","5","1","","","Y","","","","","","","Y","","","","","","","","",""
01L014K15S,"MADISON POLICE DEPARTMENT","04/18/2020","18","DANE","13","MADISON","C","1373","UNIVERSITY AVE","","N MILLS ST","0","","43.073315","-89.404096","A","0","1","1","5","4","","","Y","","","","","","","Y","","","","","","","","Y",""
01L0F2KRBD,"MADISON POLICE DEPARTMENT","04/29/2020","10","DANE","13","MADISON","C","1373","051","N","COTTAGE GROVE RD",".01","N","43.084124","-89.310138","B","0","1","1","1","4","","","Y","","","","","","","Y","","","","","","","","",""
01L084FB1H,"MADISON POLICE DEPARTMENT","05/24/2020","14","DANE","13","MADISON","C","1373","S MINERAL POINT RD","","N PLEASANT VIEW RD",".01","E","43.060496","-89.537039","A","0","1","1","5","1","","","Y","","","","","","","Y","","","","","","","","",""
